Survey Year,Country Name,E-Government Rank,E-Government Index,E-Participation Index,Online Service Index,Human Capital Index,Telecommunication Infrastructure Index
2012,"Russian Federation ",27,0.73448,0.65790,0.66013,0.88498,0.65834
